addr,clCd,clCdNm,drTotCnt,estbDd,gdrCnt,hospUrl,intnCnt,postNo,resdntCnt,sdrCnt,sgguCd,sgguCdNm,sidoCd,sidoCdNm,telno,XPos,YPos,yadmNm,ykiho
울산광역시 중구 도화골14길 3 1-5층 (복산동),28,요양병원,6,20121108,3,,0,44478,0,3,260003,울산중구,260000,울산,700-8275,129.3330026,35.5629873,의료법인주보배의료재단 주성혜요양병원,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQyIyQxIyQwMCQzNjE0ODEjODEjJDEjJDIjJDgz
울산광역시 울주군 삼남면 하방로 39 (),28,요양병원,13,20130717,5,,0,44955,0,8,260100,울산울주군,260000,울산,055-780-1000,129.0902906,35.5064480,이손요양병원,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ3MiQ0NjEwMDIjNTEjJDEjJDYjJDgz
울산광역시 남구 삼산로 11 (신정동),28,요양병원,3,20100519,1,,0,44678,0,2,260001,울산남구,260000,울산,052-273-7114,129.3090212,35.5329065,임요양병원,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ3MiQzNjE0ODEjNjEjJDEjJDgjJDgz
울산광역시 북구 관문길 251 (천곡동),28,요양병원,3,20171128,3,,0,44200,0,0,260004,울산북구,260000,울산,052-295-2888,129.3134297,35.6543032,정안요양병원,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ2MiQ0NjEwMDIjNTEjJDEjJDIjJDgz
울산광역시 울주군 상북면 소야정길 216-39 (),28,요양병원,4,20130725,1,,0,44908,0,3,260100,울산울주군,260000,울산,052-255-8400,129.0671927,35.6059053,정토마을 자재요양병원,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4MiQyNjE0ODEjNzEjJDEjJDgjJDgz
"울산광역시 남구 남중로 132 2, 4~5층 (삼산동)",28,요양병원,3,20150415,2,,0,44711,0,1,260001,울산남구,260000,울산,052-268-7007,129.3488603,35.5462394,좋은요양병원,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQxMyQyNjE4MzIjNTEjJDEjJDYjJDgz
"울산광역시 울주군 언양읍 읍성로 11, 평화요양병원(별관 방천1길 11 평화요양병원(별관 방천1길 13)",28,요양병원,9,20060209,4,,0,44945,0,5,260100,울산울주군,260000,울산,052-262-3229,129.1169989,35.5657239,평화요양병원,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ2MiQyNjEwMDIjODEjJDEjJDIjJDgz
울산광역시 남구 대학로 144 3~8층 (무거동),28,요양병원,3,20070326,3,,0,44611,0,0,260001,울산남구,260000,울산,052-277-8886,129.2625417,35.5474060,효마음요양병원,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQyNjEyMjIjNDEjJDEjJDQjJDgz
울산광역시 중구 학산로 5 (학산동),28,요양병원,4,20170310,2,,0,44520,0,2,260003,울산중구,260000,울산,288-6100,129.3295141,35.5557071,효성요양병원,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQyNjEyMjIjNzEjJDEjJDgjJDgz
울산광역시 울주군 두동면 천전각석길 11 (),29,정신병원,4,19960130,0,,0,44913,0,4,260100,울산울주군,260000,울산,052-264-9225,,,사회복지법인 동향원 부설 반구대병원,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxOTYxIzExIyQxIyQzIyQ3OSQ0NjEwMDIjNDEjJDEjJDQjJDgz
울산광역시 울주군 삼남읍 반구대로 15 (),29,정신병원,6,20070228,0,,0,44955,0,6,260100,울산울주군,260000,울산,055-381-8275,,,세광병원,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxOTYxIzExIyQxIyQzIyQ3OSQzNjEyMjIjNjEjJDEjJDQjJDgz
울산광역시 울주군 두동면 남명리1길 34-49 (),29,정신병원,4,20001101,0,,0,44914,0,4,260100,울산울주군,260000,울산,052-263-5111,,,울산기독병원,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxOTYxIzExIyQxIyQzIyQ3OSQzNjE0ODEjODEjJDEjJDYjJDgz
울산광역시 울주군 웅촌면 웅촌로 685 (),29,정신병원,3,19970806,0,,0,44962,0,3,260100,울산울주군,260000,울산,225-0834,,,큰빛웅촌병원,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxOTYxIzExIyQxIyQzIyQ3OSQyNjE4MzIjNDEjJDEjJDgjJDgz
울산광역시 동구 방어진순환도로 645 5층 (일산동),31,의원,1,20160126,0,,0,44067,0,1,260002,울산동구,260000,울산,052-201-3652,129.3398873,35.5815465,365소아청소년과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzExIyQxIyQzIyQxMyQ0NjE0ODEjNjEjJDEjJDAjJDgz
울산광역시 북구 호계로 272 (호계동),31,의원,2,20141216,0,,0,44227,0,2,260004,울산북구,260000,울산,052-295-1190,129.3513500,35.6276481,365호계내과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ3OSQyNjEwMDIjNjEjJDEjJDgjJDgz
울산광역시 남구 삼산로 254 15층 (달동),31,의원,1,20120605,0,,0,44718,0,1,260001,울산남구,260000,울산,052-1544-5432,129.3350130,35.5385217,BB성형외과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ5MiQ0NjEwMDIjNjEjJDEjJDQjJDgz
울산광역시 남구 수암로 132 5층 (야음동),31,의원,2,20150629,0,,0,44750,0,2,260001,울산남구,260000,울산,052-269-0880,129.3214794,35.5274447,SC주미안피부과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ4MiQyNjEwMDIjNDEjJDEjJDQjJDgz
울산광역시 중구 명륜로 41 6층 (태화동),31,의원,1,20190823,0,,0,44452,0,1,260003,울산중구,260000,울산,700-8297,129.3092250,35.5560188,가나다소아청소년과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQ4MiQzNjE4MzIjNjEjJDEjJDgjJDgz
울산광역시 중구 옥교6길 7 2층 (학산동),31,의원,1,20071211,1,,0,44522,0,0,260003,울산중구,260000,울산,052-222-3233,129.3276514,35.5548512,가나의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxOTYxIzIxIyQxIyQxIyQ5OSQzNjEyMjIjNTEjJDEjJDYjJDgz
울산광역시 동구 방어진순환도로 713 (전하동),31,의원,1,20040527,0,,0,44051,0,1,260002,울산동구,260000,울산,052-252-1212,129.4294532,35.5054121,가나정형외과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ4MiQzNjE0ODEjNTEjJDEjJDYjJDgz
"울산광역시 남구 봉월로 63 1,2층 (신정동)",31,의원,3,19990415,0,,0,44650,0,3,260001,울산남구,260000,울산,052-273-4463,129.3051854,35.5385629,가족보건의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ3OSQ0NjEwMDIjNjEjJDEjJDAjJDgz
울산광역시 남구 삼산로 273 6층 (삼산동),31,의원,2,20150520,0,,0,44705,0,2,260001,울산남구,260000,울산,052-267-2110,129.3367805,35.5395317,강남LK성형외과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ2MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
울산광역시 동구 방어진순환도로 577 (화정동),31,의원,1,20141013,0,,0,44077,0,1,260002,울산동구,260000,울산,052-234-5191,129.4265177,35.4935044,강남내과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQwMyQzNjEwMDIjNDEjJDEjJDgjJDgz
"울산광역시 남구 삼산로 26 2층 201호 (신정동, 공업탑 하트랜드)",31,의원,1,20161214,0,,0,44730,0,1,260001,울산남구,260000,울산,052-927-7582,129.3108661,35.5327022,강남마취통증의학과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzUxIyQyIyQ1IyQwMCQyNjEyMjIjODEjJDEjJDYjJDgz
"울산광역시 남구 삼산로 26 2층 (신정동, 공업탑 하트랜드)",31,의원,2,20010403,0,,0,44730,0,2,260001,울산남구,260000,울산,052-261-3200,129.3108661,35.5327022,강남비뇨기과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQwMyQzNjEwMDIjNjEjJDEjJDgjJDgz
울산광역시 동구 대학길 50 2층 (화정동),31,의원,1,20070502,0,,0,44074,0,1,260002,울산동구,260000,울산,052-234-5583,129.4205442,35.4985799,강남비뇨기과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ2MiQyNjE4MzIjNjEjJDEjJDgjJDgz
울산광역시 중구 번영로 566 4층 (남외동),31,의원,1,20051007,0,,0,44507,0,1,260003,울산중구,260000,울산,052-281-5583,129.3439504,35.5681607,강남의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQ2MiQyNjE0ODEjODEjJDEjJDIjJDgz
"울산광역시 북구 호계로 332-1 205호 (신천동, 현대하이플러스상가)",31,의원,1,20050707,0,,0,44224,0,1,260004,울산북구,260000,울산,052-286-5523,129.3498979,35.6328933,강남피부과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMTkxIzUxIyQyIyQ1IyQwMCQzNjE4MzIjODEjJDEjJDYjJDgz
울산광역시 남구 삼산로 257 4층 (달동),31,의원,1,19980817,0,http://www.kangnamskin.co.kr,0,44707,0,1,260001,울산남구,260000,울산,052-260-5522,129.3350854,35.5391704,강남피부과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQ3MiQzNjEwMDIjNjEjJDEjJDgjJDgz
"울산광역시 동구 방어진순환도로 652 테라스파크 1동 3층 B301,B302호 (일산동)",31,의원,1,20120622,0,,0,44056,0,1,260002,울산동구,260000,울산,052-236-5004,129.4291802,35.4999963,강남피부과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ4MiQyNjEwMDIjNTEjJDEjJDYjJDgz
울산광역시 중구 학성로 62-1 (성남동),31,의원,1,19830208,0,,0,44532,0,1,260003,울산중구,260000,울산,052-244-1110,129.3181639,35.5543056,강내과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMzUxIzMxIyQxIyQ3IyQ4OSQzNjE4MzIjNjEjJDEjJDAjJDgz
울산광역시 북구 산하중앙2로 150 4층 (산하동),31,의원,2,20200106,0,,0,44264,0,2,260004,울산북구,260000,울산,052-258-1004,129.4396549,35.6242236,강동오션키즈의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQxMyQzNjE0ODEjNTEjJDEjJDYjJDgz
울산광역시 북구 동해안로 1441 (정자동),31,의원,1,20011221,0,,0,44233,0,1,260004,울산북구,260000,울산,052-298-7534,129.4479953,35.6145564,강동의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ4OSQyNjE0ODEjNzEjJDEjJDgjJDgz
"울산광역시 동구 방어진순환도로 785 (전하동, 스타타워 602호)",31,의원,1,20160715,0,,0,44042,0,1,260002,울산동구,260000,울산,052-232-0875,129.4303565,35.5118103,강마디내과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzUxIyQxIyQxIyQwMyQzNjEwMDIjNTEjJDEjJDYjJDgz
울산광역시 남구 삼산로 283 소망빌딩 9층 (삼산동),31,의원,1,19971119,0,,0,44705,0,1,260001,울산남구,260000,울산,052-274-9641,129.3379130,35.5397056,강문규내과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMTkxIzExIyQxIyQzIyQxMyQzNjE0ODEjNDEjJDEjJDgjJDgz
울산광역시 남구 대학로 141 (무거동),31,의원,1,19951109,0,,0,44606,0,1,260001,울산남구,260000,울산,052-249-0645,129.2617451,35.5473566,강문수내과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxOTYxIzUxIyQxIyQxIyQ2MiQ0NjE0ODEjNTEjJDEjJDIjJDgz
울산광역시 남구 삼산로 216 2층 (달동),31,의원,1,20180103,0,,0,44718,0,1,260001,울산남구,260000,울산,052-716-1152,129.3309397,35.5377737,강상현내과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxOTYxIzExIyQxIyQzIyQ5OSQyNjE0ODEjNTEjJDEjJDYjJDgz
울산광역시 중구 북부순환도로 107 (다운동),31,의원,1,20201217,0,,0,44407,0,1,260003,울산중구,260000,울산,052-249-1501,,,강서정형외과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ5MiQyNjEwMDIjNDEjJDEjJDgjJDgz
울산광역시 울주군 범서읍 굴화2길 2 3층,31,의원,1,20200203,0,,0,44933,0,1,260100,울산울주군,260000,울산,052-225-5004,129.2620821,35.5561670,강선영산부인과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQxMyQ0NjE0ODEjNjEjJDEjJDgjJDgz
울산광역시 동구 방어진순환도로 783 (전하동),31,의원,3,19870313,0,http://kangseye.co.kr/,0,44042,0,3,260002,울산동구,260000,울산,052-232-8789,129.4303946,35.5115681,강앤진안과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQ5OSQ0NjE0ODEjODEjJDEjJDYjJDgz
울산광역시 동구 방어진순환도로 799 (전하동),31,의원,1,20041012,0,,0,44034,0,1,260002,울산동구,260000,울산,052-235-4900,129.4307958,35.5131921,강정형외과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ5OSQyNjE4MzIjNDEjJDEjJDgjJDgz
울산광역시 북구 달천로 9 2층 202호 (천곡동),31,의원,1,20070305,0,,0,44205,0,1,260004,울산북구,260000,울산,052-294-7504,129.3343358,35.6332344,개구쟁이소아청소년과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQxMyQzNjEyMjIjNzEjJDEjJDgjJDgz
울산광역시 남구 대학로 136 4층 (무거동),31,의원,3,19910806,0,,0,44611,0,3,260001,울산남구,260000,울산,052-247-6813,129.2620076,35.5465859,건강한내과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQ3MiQyNjEyMjIjODEjJDEjJDYjJDgz
울산광역시 중구 학성로 92 (성남동),31,의원,1,19830307,0,,0,44532,0,1,260003,울산중구,260000,울산,052-245-5488,129.3210833,35.5550991,경상비뇨기과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMzUxIzMxIyQyIyQ3IyQwMCQyNjEwMDIjNDEjJDEjJDQjJDgz
울산광역시 남구 번영로 115 (달동),31,의원,2,19890509,0,,0,44726,0,2,260001,울산남구,260000,울산,052-258-3390,129.3283380,35.5356420,고든정형외과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQ3OSQyNjE4MzIjODEjJDEjJDIjJDgz
울산광역시 남구 삼호로 79 (무거동),31,의원,1,19930610,0,,0,44636,0,1,260001,울산남구,260000,울산,052-247-5163,129.2731770,35.5494567,고려의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQ5MiQzNjEwMDIjNDEjJDEjJDgjJDgz
"울산광역시 남구 삼산로 269 7층 (삼산동, 탑텐크리닉)",31,의원,1,20020315,0,http://www.gook119.co.kr,0,44705,0,1,260001,울산남구,260000,울산,052-257-0075,129.3365304,35.5394813,고옥산부인과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ2MiQzNjE0ODEjNDEjJDEjJDgjJDgz
울산광역시 남구 봉월로 5 (신정동),31,의원,1,20040329,0,,0,44658,0,1,260001,울산남구,260000,울산,052-269-4876,129.3068792,35.5330874,고운님여성의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz
울산광역시 동구 대학길 72 3층 (화정동),31,의원,1,20021227,1,,0,44074,0,0,260002,울산동구,260000,울산,052-233-5959,129.4216397,35.4984334,고운미의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQ3MiQyNjEyMjIjNDEjJDEjJDgjJDgz
울산광역시 북구 매곡로 115 2층 (매곡동),31,의원,2,20200922,0,,0,44219,0,2,260004,울산북구,260000,울산,052-700-8889,,,고운빔의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ2MiQzNjEyMjIjNDEjJDEjJDQjJDgz
"울산광역시 남구 삼산로 274 9층 (삼산동, W-Center)",31,의원,2,20070802,0,http://www.gwskin.com,0,44719,0,2,260001,울산남구,260000,울산,052-269-3100,129.3371409,35.5389443,고운피부과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ3MiQ0NjEwMDIjNDEjJDEjJDQjJDgz
울산광역시 남구 중앙로 243 (신정동),31,의원,1,20041110,0,http://www.hjsclinic.com/,0,44671,0,1,260001,울산남구,260000,울산,052-258-8111,129.3109152,35.5424011,골프효자손마취통증의학과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ2MiQzNjEyMjIjNDEjJDEjJDgjJDgz
울산광역시 남구 삼산로 8 2층 (신정동),31,의원,1,20051101,0,http://www.beautyes.co.kr,0,44730,0,1,260001,울산남구,260000,울산,052-260-5523,129.3089153,35.5323583,공업탑강남피부과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQ3MiQyNjE0ODEjNDEjJDEjJDgjJDgz
"울산광역시 북구 화봉로 58 402호 (연암동, 신화프라자)",31,의원,1,20140701,0,,0,44242,0,1,260004,울산북구,260000,울산,070-7765-0881,129.3653121,35.5878223,곽안과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ4MiQyNjEyMjIjNDEjJDEjJDgjJDgz
울산광역시 북구 염포로 633 (염포동),31,의원,1,19820928,0,,0,44260,0,1,260004,울산북구,260000,울산,052-287-7246,129.3892718,35.5356876,구암의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMzUxIzIxIyQxIyQ5IyQ4OSQyNjEwMDIjNTEjJDEjJDIjJDgz
울산광역시 울주군 범서읍 구영로 86 5층 501호 (지엠프라자),31,의원,3,20080228,0,,0,44924,0,3,260100,울산울주군,260000,울산,248-3650,129.2410064,35.5748362,구영365소아청소년과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ5OSQ0NjEwMDIjODEjJDEjJDIjJDgz
울산광역시 울주군 범서읍 구영로 86 302호 (GM프라자),31,의원,1,20081223,0,,0,44924,0,1,260100,울산울주군,260000,울산,052-246-8275,129.2410064,35.5748362,구영성모안과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzExIyQxIyQzIyQ2MiQyNjEwMDIjNDEjJDEjJDgjJDgz
울산광역시 울주군 언양읍 남문길 13 (언양읍),31,의원,1,20010217,0,,0,44946,0,1,260100,울산울주군,260000,울산,052-262-8118,129.1221717,35.5643975,구호성내과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ5OSQyNjE4MzIjNjEjJDEjJDgjJDgz
울산광역시 북구 화산6길 8 S 타워 2층 (화봉동),31,의원,1,20190820,0,http://www.usskin.co.kr/new2012/index.html?,0,44236,0,1,260004,울산북구,260000,울산,261-7553,129.3668511,35.5969505,굿닥터연합의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ4OSQ0NjEwMDIjNTEjJDEjJDYjJDgz
"울산광역시 남구 중앙로 164 2, 4층 (달동)",31,의원,1,20040401,0,http://www.goodmindclinic.com/,0,44691,0,1,260001,울산남구,260000,울산,052-269-0167,129.3141000,35.5357221,굿마인드의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ5OSQyNjEyMjIjODEjJDEjJDIjJDgz
울산광역시 중구 다운로 46 (다운동),31,의원,1,20031007,0,http://,0,44406,0,1,260003,울산중구,260000,울산,052-277-0212,129.2721807,35.5586839,굿모닝가정의학과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMTkxIzExIyQxIyQ3IyQxMyQ0NjEwMDIjODEjJDEjJDIjJDgz
"울산광역시 남구 삼산로 266 2,3층 (삼산동, 굿모닝클리닉)",31,의원,2,19920210,0,,0,44719,0,2,260001,울산남구,260000,울산,052-261-5909,129.3362911,35.5387849,굿모닝안과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzUxIyQyIyQ1IyQwMCQzNjE4MzIjNDEjJDEjJDQjJDgz
"울산광역시 남구 남중로 37 5,6,7층 (삼산동)",31,의원,2,20020306,0,,0,44715,0,2,260001,울산남구,260000,울산,052-256-7000,129.3471946,35.5377216,굿모닝이비인후과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMTkxIzUxIyQyIyQ1IyQwMCQzNjE0ODEjNjEjJDEjJDAjJDgz
울산광역시 울주군 언양읍 헌양길 16 (언양읍),31,의원,1,20050506,0,,0,44941,0,1,260100,울산울주군,260000,울산,052-263-9525,129.1267200,35.5643704,굿모닝이비인후과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxNzAyIzMxIyQyIyQzIyQwMCQyNjEyMjIjODEjJDEjJDIjJDgz
울산광역시 북구 화봉로 67 4층 (화봉동),31,의원,1,20140122,0,,0,44241,0,1,260004,울산북구,260000,울산,052-287-4287,129.3662490,35.5886210,굿모닝이비인후과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ4OSQyNjEyMjIjNjEjJDEjJDQjJDgz
"울산광역시 남구 대학로 138 5층 (무거동, 신정빌딩)",31,의원,1,20021202,0,http://www.good8275.co.kr/,0,44611,0,1,260001,울산남구,260000,울산,052-249-8275,129.2621294,35.5467773,굿모닝창문외과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQ4OSQyNjE0ODEjNDEjJDEjJDgjJDgz
울산광역시 남구 문수로 331 3층 (옥동),31,의원,1,20020105,0,,0,44645,0,1,260001,울산남구,260000,울산,052-256-1717,129.2898184,35.5354385,권성운내과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ3OSQzNjE4MzIjNzEjJDEjJDgjJDgz
"울산광역시 중구 번영로 580 402호 (남외동, sky M빌딩)",31,의원,1,19920709,0,,0,44495,0,1,260003,울산중구,260000,울산,052-298-7575,129.3453715,35.5685691,권이비인후과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ5MiQzNjE0ODEjNjEjJDEjJDgjJDgz
"울산광역시 남구 삼산중로 67 4층 (달동, 송호빌딩)",31,의원,1,20020416,0,,0,44707,0,1,260001,울산남구,260000,울산,052-256-0875,129.3350949,35.5395426,권학수정신건강의학과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ5MiQzNjE0ODEjNTEjJDEjJDYjJDgz
울산광역시 동구 화문로 75 2층 (방어동),31,의원,1,20140401,0,,0,44098,0,1,260002,울산동구,260000,울산,052-236-1020,129.4169186,35.4826455,그린메디의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQyIyQ3IyQwMCQzNjEwMDIjNjEjJDEjJDAjJDgz
"울산광역시 남구 삼산로 283 8층 (삼산동, 소망빌딩)",31,의원,1,20130830,0,,0,44705,0,1,260001,울산남구,260000,울산,052-261-0807,129.3379130,35.5397056,길맨의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQ4MiQyNjE4MzIjNTEjJDEjJDYjJDgz
"울산광역시 북구 호계로 332-1 2층 (신천동, 현대하이플러스상가)",31,의원,1,20090303,0,,0,44224,0,1,260004,울산북구,260000,울산,052-296-5600,129.3498979,35.6328933,김경원산부인과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzExIyQxIyQzIyQ4MiQzNjEwMDIjODEjJDEjJDIjJDgz
울산광역시 동구 방어진순환도로 482 (방어동),31,의원,1,20030806,0,,0,44096,0,1,260002,울산동구,260000,울산,052-235-3355,129.4201910,35.4871710,김광국내과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxNzAyIzIxIyQyIyQxIyQwMCQzNjEyMjIjNDEjJDEjJDgjJDgz
울산광역시 중구 학성로 150 2층 (학산동),31,의원,1,20190312,0,,0,44520,0,1,260003,울산중구,260000,울산,052-998-7500,129.3290166,35.5569595,김남용내과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQ5OSQ0NjE0ODEjNjEjJDEjJDQjJDgz
"울산광역시 중구 명륜로 41 5층 (태화동, 부익빌딩)",31,의원,1,20120919,0,,0,44452,0,1,260003,울산중구,260000,울산,052-211-7550,129.3092250,35.5560188,김대연정형외과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQwMyQzNjEwMDIjODEjJDEjJDIjJDgz
울산광역시 남구 삼산로 273 삼산타워 1102호 (삼산동),31,의원,2,20091020,0,,0,44705,0,2,260001,울산남구,260000,울산,052-275-7555,129.3367805,35.5395317,김도하내과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzExIyQxIyQ3IyQ2MiQzNjEyMjIjODEjJDEjJDIjJDgz
울산광역시 남구 삼산로 269 8층 (삼산동),31,의원,1,20020316,0,,0,44705,0,1,260001,울산남구,260000,울산,052-227-0275,129.3365304,35.5394813,김동욱내과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ3MiQyNjEyMjIjNTEjJDEjJDIjJDgz
울산광역시 남구 수암로 132 (야음동),31,의원,1,20170313,0,,0,44750,0,1,260001,울산남구,260000,울산,052-272-0075,129.3214794,35.5274447,김범수마취통증의학과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQ3MiQzNjE4MzIjNjEjJDEjJDAjJDgz
